limit, count
20.2 ,  0
20.3 ,  0
20.4 ,  0
20.5 ,  0
20.6 ,  0
20.7 ,  0
20.8 ,  0
20.9 ,  0
21.0 ,  0
21.1 ,  0
21.2 ,  1
21.3 ,  0
21.4 ,  0
21.5 ,  0
21.6 ,  0
21.7 ,  0
21.8 ,  0
21.9 ,  0
22.0 ,  0
22.1 ,  1
22.2 ,  0
22.3 ,  0
22.4 ,  0
22.5 ,  0
22.6 ,  1
22.7 ,  0
22.8 ,  0
22.9 ,  0
23.0 ,  0
23.1 ,  0
23.2 ,  0
23.3 ,  0
23.4 ,  0
23.5 ,  0
23.6 ,  0
23.7 ,  0
23.8 ,  0
23.9 ,  0
24.0 ,  0
24.1 ,  0
24.2 ,  0
24.3 ,  0
24.4 ,  0
24.5 ,  1
24.6 ,  0
24.7 ,  0
24.8 ,  0
24.9 ,  0
25.0 ,  0
25.1 ,  0
25.2 ,  1
25.3 ,  0
25.4 ,  0
25.5 ,  0
25.6 ,  0
25.7 ,  0
25.8 ,  0
25.9 ,  0
26.0 ,  0
26.1 ,  1
26.2 ,  0
26.3 ,  0
26.4 ,  0
26.5 ,  0
26.6 ,  0
26.7 ,  0
26.8 ,  0
26.9 ,  0
27.0 ,  0
27.1 ,  1
27.2 ,  1
27.3 ,  1
27.4 ,  0
27.5 ,  0
27.6 ,  1
27.7 ,  0
27.8 ,  0
27.9 ,  0
28.0 ,  0
28.1 ,  0
28.2 ,  2
28.3 ,  0
28.4 ,  0
28.5 ,  0
28.6 ,  0
28.7 ,  0
28.8 ,  0
28.9 ,  0
29.0 ,  1
29.1 ,  1
29.2 ,  0
29.3 ,  0
29.4 ,  0
29.5 ,  0
29.6 ,  0
29.7 ,  1
29.8 ,  0
29.9 ,  0
30.0 ,  0
30.1 ,  1
30.2 ,  0
30.3 ,  0
30.4 ,  0
30.5 ,  0
30.6 ,  0
30.7 ,  0
30.8 ,  1
30.9 ,  0
31.0 ,  0
31.1 ,  0
31.2 ,  0
31.3 ,  0
31.4 ,  0
31.5 ,  1
31.6 ,  0
31.7 ,  1
31.8 ,  0
31.9 ,  0
32.0 ,  0
32.1 ,  1
32.2 ,  0
32.3 ,  0
32.4 ,  0
32.5 ,  0
32.6 ,  0
32.7 ,  0
32.8 ,  0
32.9 ,  0
33.0 ,  0
33.1 ,  1
33.2 ,  0
33.3 ,  0
33.4 ,  0
33.5 ,  0
33.6 ,  0
33.7 ,  0
33.8 ,  0
33.9 ,  0
34.0 ,  0
34.1 ,  0
34.2 ,  0
34.3 ,  0
34.4 ,  1
34.5 ,  0
34.6 ,  0
34.7 ,  0
34.8 ,  0
34.9 ,  0
35.0 ,  0
35.1 ,  0
35.2 ,  0
35.3 ,  0
35.4 ,  0
35.5 ,  0
35.6 ,  0
35.7 ,  1
35.8 ,  0
35.9 ,  0
36.0 ,  0
36.1 ,  0
36.2 ,  1
36.3 ,  0
36.4 ,  0
36.5 ,  0
36.6 ,  0
36.7 ,  0
36.8 ,  0
36.9 ,  0
37.0 ,  0
37.1 ,  0
37.2 ,  0
37.3 ,  0
37.4 ,  0
37.5 ,  0
37.6 ,  1
37.7 ,  0
37.8 ,  0
37.9 ,  1
38.0 ,  0
38.1 ,  1
38.2 ,  0
38.3 ,  0
38.4 ,  1
38.5 ,  1
38.6 ,  0
38.7 ,  0
38.8 ,  0
38.9 ,  0
39.0 ,  0
39.1 ,  2
39.2 ,  1
39.3 ,  0
39.4 ,  0
39.5 ,  0
39.6 ,  0
39.7 ,  1
39.8 ,  0
39.9 ,  3
40.0 ,  0
40.1 ,  0
40.2 ,  1
40.3 ,  1
40.4 ,  0
40.5 ,  0
40.6 ,  1
40.7 ,  0
40.8 ,  0
40.9 ,  0
41.0 ,  1
41.1 ,  0
41.2 ,  0
41.3 ,  0
41.4 ,  1
41.5 ,  0
41.6 ,  0
41.7 ,  0
41.8 ,  4
41.9 ,  0
42.0 ,  0
42.1 ,  1
42.2 ,  0
42.3 ,  0
42.4 ,  1
42.5 ,  1
42.6 ,  0
42.7 ,  0
42.8 ,  0
42.9 ,  0
43.0 ,  0
43.1 ,  1
43.2 ,  1
43.3 ,  1
43.4 ,  0
43.5 ,  0
43.6 ,  0
43.7 ,  0
43.8 ,  1
43.9 ,  0
44.0 ,  1
44.1 ,  0
44.2 ,  0
44.3 ,  0
44.4 ,  1
44.5 ,  0
44.6 ,  0
44.7 ,  0
44.8 ,  0
44.9 ,  1
45.0 ,  0
45.1 ,  0
45.2 ,  0
45.3 ,  0
45.4 ,  0
45.5 ,  0
45.6 ,  0
45.7 ,  0
45.8 ,  0
45.9 ,  0
46.0 ,  1
46.1 ,  0
46.2 ,  1
46.3 ,  0
46.4 ,  0
46.5 ,  0
46.6 ,  0
46.7 ,  0
46.8 ,  0
46.9 ,  1
47.0 ,  0
47.1 ,  0
47.2 ,  0
47.3 ,  1
47.4 ,  0
47.5 ,  0
47.6 ,  0
47.7 ,  0
47.8 ,  0
47.9 ,  0
48.0 ,  0
48.1 ,  0
48.2 ,  0
48.3 ,  0
48.4 ,  0
48.5 ,  0
48.6 ,  0
48.7 ,  0
48.8 ,  0
48.9 ,  0
49.0 ,  0
49.1 ,  0
49.2 ,  0
49.3 ,  1
49.4 ,  1
49.5 ,  1
